Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2022	Intrinsic Pathway For Apoptosis R-HSA-109606	3/55	2.210121e-03	2.845531e-02	0	0	1.258707e+01	7.696624e+01	CASP8;CDKN2A;AKT1
Reactome_2022	PI3K Events In ERBB2 Signaling R-HSA-1963642	2/16	2.512535e-03	3.136862e-02	0	0	3.088820e+01	1.849111e+02	PIK3CA;ERBB2
Reactome_2022	Regulation Of NF-kappa B Signaling R-HSA-9758274	2/18	3.183966e-03	3.747982e-02	0	0	2.702446e+01	1.553806e+02	CASP8;N4BP1
Reactome_2022	Synthesis Of Glycosylphosphatidylinositol (GPI) R-HSA-162710	2/18	3.183966e-03	3.747982e-02	0	0	2.702446e+01	1.553806e+02	PIGM;PIGX
Reactome_2022	SUMOylation Of Transcription Factors R-HSA-3232118	2/19	3.547699e-03	3.856984e-02	0	0	2.543350e+01	1.434820e+02	CDKN2A;MDM2
Reactome_2022	Regulation Of RAS By GAPs R-HSA-5658442	3/65	3.557412e-03	3.856984e-02	0	0	1.055158e+01	5.949741e+01	SPRED2;SPRED1;NF1
Reactome_2022	FOXO-mediated Transcription R-HSA-9614085	3/65	3.557412e-03	3.856984e-02	0	0	1.055158e+01	5.949741e+01	MAP4K2;STK11;AKT1
Reactome_2022	Regulation Of PTEN Stability And Activity R-HSA-8948751	3/67	3.875246e-03	4.047768e-02	0	0	1.022081e+01	5.675765e+01	PTEN;AKT1;FRK
Reactome_2022	Regulation Of Gene Expression In Beta Cells R-HSA-210745	2/20	3.929872e-03	4.047768e-02	0	0	2.401932e+01	1.330466e+02	MAP4K2;AKT1
Reactome_2022	RNA Polymerase III Transcription Termination R-HSA-73980	2/22	4.748828e-03	4.677840e-02	0	0	2.161522e+01	1.156383e+02	NFIX;NFIB
Reactome_2022	RHO GTPase Cycle R-HSA-9012999	7/441	4.768672e-03	4.677840e-02	0	0	3.609937e+00	1.929759e+01	SLC4A7;CCDC88A;PIK3CA;WDR6;RRAS2;ARHGEF18;FRS3
Reactome_2022	PI-3K cascade:FGFR2 R-HSA-5654695	2/23	5.185259e-03	4.741723e-02	0	0	2.058489e+01	1.083163e+02	PIK3CA;FGFR2
Reactome_2022	CD28 Dependent PI3K/Akt Signaling R-HSA-389357	2/23	5.185259e-03	4.741723e-02	0	0	2.058489e+01	1.083163e+02	PIK3CA;AKT1
Reactome_2022	Signaling By NTRK2 (TRKB) R-HSA-9006115	2/23	5.185259e-03	4.741723e-02	0	0	2.058489e+01	1.083163e+02	PIK3CA;FRS3
Reactome_2022	Sema4D In Semaphorin Signaling R-HSA-400685	2/24	5.639428e-03	4.741723e-02	0	0	1.964822e+01	1.017380e+02	RRAS;ERBB2
Reactome_2022	Downstream Signaling Of Activated FGFR3 R-HSA-5654708	2/24	5.639428e-03	4.741723e-02	0	0	1.964822e+01	1.017380e+02	PIK3CA;FRS3
Reactome_2022	Signaling By ERBB2 KD Mutants R-HSA-9664565	2/24	5.639428e-03	4.741723e-02	0	0	1.964822e+01	1.017380e+02	PIK3CA;ERBB2
Reactome_2022	FRS-mediated FGFR2 Signaling R-HSA-5654700	2/24	5.639428e-03	4.741723e-02	0	0	1.964822e+01	1.017380e+02	FRS3;FGFR2
Reactome_2022	Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530	3/78	5.930009e-03	4.886327e-02	0	0	8.716923e+00	4.469802e+01	PIK3CA;ERBB2;FGFR2
Reactome_2022	Signaling By ERBB2 In Cancer R-HSA-1227990	2/25	6.111160e-03	4.936859e-02	0	0	1.879301e+01	9.579995e+01	PIK3CA;ERBB2
Reactome_2022	Transcriptional Regulation By TP53 R-HSA-3700989	6/354	6.509008e-03	4.944213e-02	0	0	3.831897e+00	1.929194e+01	STK11;RNF34;CDKN2A;PTEN;MDM2;AKT1
Reactome_2022	Constitutive Signaling By AKT1 E17K In Cancer R-HSA-5674400	2/26	6.600284e-03	4.944213e-02	0	0	1.800906e+01	9.041704e+01	MDM2;AKT1
Reactome_2022	Downstream Signaling Of Activated FGFR4 R-HSA-5654716	2/26	6.600284e-03	4.944213e-02	0	0	1.800906e+01	9.041704e+01	PIK3CA;FRS3
Reactome_2022	FGFR2 Alternative Splicing R-HSA-6803529	2/26	6.600284e-03	4.944213e-02	0	0	1.800906e+01	9.041704e+01	ESRP2;ESRP1
Reactome_2022	PI Metabolism R-HSA-1483255	3/82	6.810764e-03	5.010777e-02	0	0	8.273891e+00	4.128052e+01	PIK3CA;PTEN;TNFAIP8L2
Reactome_2022	SUMO E3 Ligases SUMOylate Target Proteins R-HSA-3108232	4/168	8.154240e-03	5.893942e-02	0	0	5.350136e+00	2.572996e+01	CASP8AP2;PARP1;CDKN2A;MDM2
Reactome_2022	Downstream Signaling Of Activated FGFR1 R-HSA-5654687	2/30	8.727318e-03	6.199406e-02	0	0	1.543323e+01	7.317353e+01	PIK3CA;FRS3
Reactome_2022	Innate Immune System R-HSA-168249	11/1035	9.192563e-03	6.315716e-02	0	0	2.443783e+00	1.145978e+01	ZBP1;EGFL7;CASP8;MAP3K1;PIK3CA;CAB39;STK11IP;PI3;NF2;N4BP1;FRK
Reactome_2022	SUMOylation R-HSA-2990846	4/174	9.197645e-03	6.315716e-02	0	0	5.159739e+00	2.419302e+01	CASP8AP2;PARP1;CDKN2A;MDM2
Reactome_2022	MyD88 Cascade Initiated On Plasma Membrane R-HSA-975871	3/96	1.048323e-02	6.975416e-02	0	0	7.023396e+00	3.201249e+01	CASP8;MAP3K1;N4BP1
Reactome_2022	Oncogene Induced Senescence R-HSA-2559585	2/33	1.049699e-02	6.975416e-02	0	0	1.393759e+01	6.350895e+01	CDKN2A;MDM2
Reactome_2022	Signaling By Rho GTPases R-HSA-194315	8/644	1.088774e-02	7.120233e-02	0	0	2.818488e+00	1.273990e+01	SLC4A7;CCDC88A;PIK3CA;WDR6;RRAS2;ARHGEF18;NF2;FRS3
Reactome_2022	CD28 Co-Stimulation R-HSA-389356	2/34	1.111922e-02	7.157996e-02	0	0	1.350136e+01	6.074370e+01	PIK3CA;AKT1
Reactome_2022	TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138	3/101	1.202391e-02	7.621309e-02	0	0	6.663377e+00	2.945785e+01	CASP8;MAP3K1;N4BP1
Reactome_2022	MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155	3/102	1.234681e-02	7.676580e-02	0	0	6.595738e+00	2.898403e+01	CASP8;MAP3K1;N4BP1
Reactome_2022	Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542	8/660	1.248376e-02	7.676580e-02	0	0	2.747040e+00	1.204117e+01	SLC4A7;CCDC88A;PIK3CA;WDR6;RRAS2;ARHGEF18;NF2;FRS3
Reactome_2022	Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181	3/103	1.267467e-02	7.679360e-02	0	0	6.529451e+00	2.852162e+01	CASP8;MAP3K1;N4BP1
Reactome_2022	FLT3 Signaling R-HSA-9607240	2/37	1.308068e-02	7.810493e-02	0	0	1.234224e+01	5.352357e+01	PIK3CA;AKT1
Reactome_2022	Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138	3/106	1.368806e-02	8.056403e-02	0	0	6.338312e+00	2.719916e+01	CASP8;MAP3K1;N4BP1
Reactome_2022	Signaling By FGFR3 R-HSA-5654741	2/39	1.446571e-02	8.394189e-02	0	0	1.167391e+01	4.945039e+01	PIK3CA;FRS3
Reactome_2022	RET Signaling R-HSA-8853659	2/40	1.518098e-02	8.452112e-02	0	0	1.136613e+01	4.759809e+01	RET;PIK3CA
Reactome_2022	RNA Polymerase III Abortive And Retractive Initiation R-HSA-749476	2/40	1.518098e-02	8.452112e-02	0	0	1.136613e+01	4.759809e+01	NFIX;NFIB
Reactome_2022	Signaling By FGFR4 R-HSA-5654743	2/40	1.518098e-02	8.452112e-02	0	0	1.136613e+01	4.759809e+01	PIK3CA;FRS3
Reactome_2022	MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058	3/112	1.584991e-02	8.625546e-02	0	0	5.987600e+00	2.481615e+01	CASP8;MAP3K1;N4BP1
Reactome_2022	Regulation Of Beta-Cell Development R-HSA-186712	2/41	1.591120e-02	8.625546e-02	0	0	1.107414e+01	4.585503e+01	MAP4K2;AKT1
Reactome_2022	RND3 GTPase Cycle R-HSA-9696264	2/42	1.665623e-02	8.797906e-02	0	0	1.079674e+01	4.421233e+01	CCDC88A;WDR6
Reactome_2022	Signaling By FGFR2 In Disease R-HSA-5655253	2/42	1.665623e-02	8.797906e-02	0	0	1.079674e+01	4.421233e+01	PIK3CA;FGFR2
Reactome_2022	RND2 GTPase Cycle R-HSA-9696270	2/43	1.741591e-02	9.082729e-02	0	0	1.053287e+01	4.266205e+01	WDR6;FRS3
Reactome_2022	Gene Expression (Transcription) R-HSA-74160	13/1449	1.783093e-02	9.182931e-02	0	0	2.064290e+00	8.312527e+00	MAP4K2;RNF34;NFIX;PARP1;MSX2;CDKN2A;PTEN;STK11;ZNF92;NFIB;ERBB2;MDM2;AKT1
Reactome_2022	PI3K Cascade R-HSA-109704	2/44	1.819010e-02	9.252247e-02	0	0	1.028157e+01	4.119701e+01	PIK3CA;FGFR2
Reactome_2022	Immune System R-HSA-168256	16/1943	1.851699e-02	9.303657e-02	0	0	1.913856e+00	7.634498e+00	ZBP1;PTPN18;EGFL7;WSB1;RNF34;MAP3K1;CAB39;STK11IP;PTEN;CASP8;PIK3CA;AKT1;PI3;NF2;N4BP1;FRK
Reactome_2022	TAK1-dependent IKK And NF-kappa-B Activation R-HSA-445989	2/45	1.897863e-02	9.420719e-02	0	0	1.004196e+01	3.981077e+01	CASP8;N4BP1
Reactome_2022	IRS-mediated Signaling R-HSA-112399	2/47	2.059817e-02	1.010291e-01	0	0	9.594686e+00	3.725188e+01	PIK3CA;FGFR2
Reactome_2022	Defective RIPK1-mediated Regulated Necrosis R-HSA-9693928	1/5	2.328228e-02	1.086728e-01	0	0	5.350000e+01	2.011634e+02	CASP8
Reactome_2022	FasL/ CD95L Signaling R-HSA-75157	1/5	2.328228e-02	1.086728e-01	0	0	5.350000e+01	2.011634e+02	CASP8
Reactome_2022	GRB7 Events In ERBB2 Signaling R-HSA-1306955	1/5	2.328228e-02	1.086728e-01	0	0	5.350000e+01	2.011634e+02	ERBB2
Reactome_2022	IRF3 Mediated Activation Of Type 1 IFN R-HSA-1606341	1/5	2.328228e-02	1.086728e-01	0	0	5.350000e+01	2.011634e+02	ZBP1
Reactome_2022	Generic Transcription Pathway R-HSA-212436	11/1190	2.368899e-02	1.086728e-01	0	0	2.105082e+00	7.878785e+00	MAP4K2;STK11;ZNF92;RNF34;PARP1;MSX2;CDKN2A;ERBB2;PTEN;MDM2;AKT1
Reactome_2022	Synthesis Of PIPs At Plasma Membrane R-HSA-1660499	2/51	2.400298e-02	1.086728e-01	0	0	8.809672e+00	3.285635e+01	PIK3CA;PTEN
Reactome_2022	IRS-related Events Triggered By IGF1R R-HSA-2428928	2/51	2.400298e-02	1.086728e-01	0	0	8.809672e+00	3.285635e+01	PIK3CA;FGFR2
Reactome_2022	Signaling By Non-Receptor Tyrosine Kinases R-HSA-9006927	2/52	2.488787e-02	1.093722e-01	0	0	8.633043e+00	3.188506e+01	ERBB2;AKT1
Reactome_2022	IGF1R Signaling Cascade R-HSA-2428924	2/52	2.488787e-02	1.093722e-01	0	0	8.633043e+00	3.188506e+01	PIK3CA;FGFR2
Reactome_2022	Signaling By Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R) R-HSA-2404192	2/53	2.578595e-02	1.093722e-01	0	0	8.463342e+00	3.095827e+01	PIK3CA;FGFR2
Reactome_2022	Insulin Receptor Signaling Cascade R-HSA-74751	2/53	2.578595e-02	1.093722e-01	0	0	8.463342e+00	3.095827e+01	PIK3CA;FGFR2
Reactome_2022	Regulation Of RUNX3 Expression And Activity R-HSA-8941858	2/54	2.669708e-02	1.093722e-01	0	0	8.300167e+00	3.007317e+01	CDKN2A;MDM2
Reactome_2022	Signaling By ALK Fusions And Activated Point Mutants R-HSA-9725370	2/55	2.762112e-02	1.093722e-01	0	0	8.143150e+00	2.922719e+01	PIK3CA;FRS3
Reactome_2022	PTEN Regulation R-HSA-6807070	3/139	2.783600e-02	1.093722e-01	0	0	4.792340e+00	1.716341e+01	PTEN;AKT1;FRK
Reactome_2022	Death Receptor Signaling R-HSA-73887	3/139	2.783600e-02	1.093722e-01	0	0	4.792340e+00	1.716341e+01	CASP8;OMG;ARHGEF18
Reactome_2022	Activated NTRK2 Signals Thru PI3K R-HSA-9028335	1/6	2.787398e-02	1.093722e-01	0	0	4.279785e+01	1.532189e+02	PIK3CA
Reactome_2022	Activated NTRK3 Signals Thru PI3K R-HSA-9603381	1/6	2.787398e-02	1.093722e-01	0	0	4.279785e+01	1.532189e+02	PIK3CA
Reactome_2022	CLEC7A/inflammasome Pathway R-HSA-5660668	1/6	2.787398e-02	1.093722e-01	0	0	4.279785e+01	1.532189e+02	CASP8
Reactome_2022	TLR3-mediated TICAM1-dependent Programmed Cell Death R-HSA-9013957	1/6	2.787398e-02	1.093722e-01	0	0	4.279785e+01	1.532189e+02	CASP8
Reactome_2022	MET Activates PI3K/AKT Signaling R-HSA-8851907	1/6	2.787398e-02	1.093722e-01	0	0	4.279785e+01	1.532189e+02	PIK3CA
Reactome_2022	Microbial Modulation Of RIPK1-mediated Regulated Necrosis R-HSA-9686347	1/6	2.787398e-02	1.093722e-01	0	0	4.279785e+01	1.532189e+02	CASP8
Reactome_2022	Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016	3/140	2.835115e-02	1.099614e-01	0	0	4.757119e+00	1.695003e+01	CASP8;MAP3K1;N4BP1
Reactome_2022	Stabilization Of P53 R-HSA-69541	2/56	2.855793e-02	1.099614e-01	0	0	7.991948e+00	2.841794e+01	CDKN2A;MDM2
Reactome_2022	Signaling By FGFR In Disease R-HSA-1226099	2/61	3.342875e-02	1.275245e-01	0	0	7.312822e+00	2.485145e+01	PIK3CA;FGFR2
Reactome_2022	Interleukin-1 Family Signaling R-HSA-446652	3/152	3.492704e-02	1.302674e-01	0	0	4.371340e+00	1.466363e+01	PTPN18;CASP8;N4BP1
Reactome_2022	Semaphorin Interactions R-HSA-373755	2/64	3.649583e-02	1.302674e-01	0	0	6.957924e+00	2.303461e+01	RRAS;ERBB2
Reactome_2022	AMPK Inhibits chREBP Transcriptional Activity R-HSA-163680	1/8	3.699342e-02	1.302674e-01	0	0	3.056682e+01	1.007793e+02	STK11
Reactome_2022	POLB-Dependent Long Patch Base Excision Repair R-HSA-110362	1/8	3.699342e-02	1.302674e-01	0	0	3.056682e+01	1.007793e+02	PARP1
Reactome_2022	Axonal Growth Inhibition (RHOA Activation) R-HSA-193634	1/8	3.699342e-02	1.302674e-01	0	0	3.056682e+01	1.007793e+02	OMG
Reactome_2022	RUNX2 Regulates Genes Involved In Cell Migration R-HSA-8941332	1/8	3.699342e-02	1.302674e-01	0	0	3.056682e+01	1.007793e+02	AKT1
Reactome_2022	Sema4D Mediated Inhibition Of Cell Attachment And Migration R-HSA-416550	1/8	3.699342e-02	1.302674e-01	0	0	3.056682e+01	1.007793e+02	RRAS
Reactome_2022	Gain-of-function MRAS Complexes Activate RAF Signaling R-HSA-9726842	1/8	3.699342e-02	1.302674e-01	0	0	3.056682e+01	1.007793e+02	MRAS
Reactome_2022	TRAIL Signaling R-HSA-75158	1/8	3.699342e-02	1.302674e-01	0	0	3.056682e+01	1.007793e+02	CASP8
Reactome_2022	p53-Dependent G1 DNA Damage Response R-HSA-69563	2/65	3.754149e-02	1.310771e-01	0	0	6.847136e+00	2.247441e+01	CDKN2A;MDM2
Reactome_2022	G1/S DNA Damage Checkpoints R-HSA-69615	2/67	3.966701e-02	1.346992e-01	0	0	6.635786e+00	2.141524e+01	CDKN2A;MDM2
Reactome_2022	Costimulation By CD28 Family R-HSA-388841	2/68	4.074660e-02	1.346992e-01	0	0	6.534914e+00	2.091423e+01	PIK3CA;AKT1
Reactome_2022	Toll-like Receptor Cascades R-HSA-168898	3/162	4.095730e-02	1.346992e-01	0	0	4.094340e+00	1.308234e+01	CASP8;MAP3K1;N4BP1
Reactome_2022	PI3K/AKT Activation R-HSA-198203	1/9	4.152135e-02	1.346992e-01	0	0	2.674462e+01	8.508929e+01	PIK3CA
Reactome_2022	Activated NTRK2 Signals Thru FRS2 And FRS3 R-HSA-9028731	1/9	4.152135e-02	1.346992e-01	0	0	2.674462e+01	8.508929e+01	FRS3
Reactome_2022	PTK6 Regulates RTKs And Their Effectors AKT1 And DOK1 R-HSA-8849469	1/9	4.152135e-02	1.346992e-01	0	0	2.674462e+01	8.508929e+01	AKT1
Reactome_2022	Regulation Of PTEN Localization R-HSA-8948747	1/9	4.152135e-02	1.346992e-01	0	0	2.674462e+01	8.508929e+01	PTEN
Reactome_2022	TRIF-mediated Programmed Cell Death R-HSA-2562578	1/9	4.152135e-02	1.346992e-01	0	0	2.674462e+01	8.508929e+01	CASP8
Reactome_2022	p75NTR Regulates Axonogenesis R-HSA-193697	1/9	4.152135e-02	1.346992e-01	0	0	2.674462e+01	8.508929e+01	OMG
Reactome_2022	RNA Polymerase II Transcription R-HSA-73857	11/1312	4.360573e-02	1.372580e-01	0	0	1.895252e+00	5.937003e+00	MAP4K2;STK11;ZNF92;RNF34;PARP1;MSX2;CDKN2A;ERBB2;PTEN;MDM2;AKT1
Reactome_2022	Diseases Of Programmed Cell Death R-HSA-9645723	2/71	4.405122e-02	1.372580e-01	0	0	6.249842e+00	1.951452e+01	CASP8;CDKN2A
Reactome_2022	AKT Phosphorylates Targets In Nucleus R-HSA-198693	1/10	4.602822e-02	1.372580e-01	0	0	2.377180e+01	7.318151e+01	AKT1
Reactome_2022	PI3K Events In ERBB4 Signaling R-HSA-1250342	1/10	4.602822e-02	1.372580e-01	0	0	2.377180e+01	7.318151e+01	PIK3CA
Reactome_2022	Bicarbonate Transporters R-HSA-425381	1/10	4.602822e-02	1.372580e-01	0	0	2.377180e+01	7.318151e+01	SLC4A7
Reactome_2022	RUNX3 Regulates p14-ARF R-HSA-8951936	1/10	4.602822e-02	1.372580e-01	0	0	2.377180e+01	7.318151e+01	CDKN2A
Reactome_2022	Constitutive Signaling By Overexpressed ERBB2 R-HSA-9634285	1/10	4.602822e-02	1.372580e-01	0	0	2.377180e+01	7.318151e+01	ERBB2
Reactome_2022	Signaling By FGFR4 In Disease R-HSA-5655291	1/10	4.602822e-02	1.372580e-01	0	0	2.377180e+01	7.318151e+01	PIK3CA
Reactome_2022	FGFR2b Ligand Binding And Activation R-HSA-190377	1/10	4.602822e-02	1.372580e-01	0	0	2.377180e+01	7.318151e+01	FGFR2
Reactome_2022	Tetrahydrobiopterin (BH4) Synthesis, Recycling, Salvage And Regulation R-HSA-1474151	1/10	4.602822e-02	1.372580e-01	0	0	2.377180e+01	7.318151e+01	AKT1
Reactome_2022	Uptake Of Dietary Cobalamins Into Enterocytes R-HSA-9758881	1/10	4.602822e-02	1.372580e-01	0	0	2.377180e+01	7.318151e+01	PRSS58
Reactome_2022	Extra-nuclear Estrogen Signaling R-HSA-9009391	2/73	4.630792e-02	1.372580e-01	0	0	6.073178e+00	1.865949e+01	PIK3CA;AKT1
Reactome_2022	SUMOylation Of DNA Damage Response And Repair Proteins R-HSA-3108214	2/76	4.977096e-02	1.435298e-01	0	0	5.826087e+00	1.748015e+01	PARP1;CDKN2A
Reactome_2022	CASP8 Activity Is Inhibited R-HSA-5218900	1/11	5.051412e-02	1.435298e-01	0	0	2.139355e+01	6.387049e+01	CASP8
Reactome_2022	Regulation Of PTEN mRNA Translation R-HSA-8943723	1/11	5.051412e-02	1.435298e-01	0	0	2.139355e+01	6.387049e+01	PTEN
Reactome_2022	Dimerization Of Procaspase-8 R-HSA-69416	1/11	5.051412e-02	1.435298e-01	0	0	2.139355e+01	6.387049e+01	CASP8
Reactome_2022	Signaling By PDGFRA Extracellular Domain Mutants R-HSA-9673770	1/11	5.051412e-02	1.435298e-01	0	0	2.139355e+01	6.387049e+01	PIK3CA
Reactome_2022	eNOS Activation R-HSA-203615	1/11	5.051412e-02	1.435298e-01	0	0	2.139355e+01	6.387049e+01	AKT1
Reactome_2022	Signaling By Insulin Receptor R-HSA-74752	2/77	5.094563e-02	1.437644e-01	0	0	5.748116e+00	1.711212e+01	PIK3CA;FGFR2
Reactome_2022	Apoptosis R-HSA-109581	3/178	5.162240e-02	1.446832e-01	0	0	3.716986e+00	1.101640e+01	CASP8;CDKN2A;AKT1
Reactome_2022	Caspase-mediated Cleavage Of Cytoskeletal Proteins R-HSA-264870	1/12	5.497915e-02	1.500093e-01	0	0	1.944770e+01	5.641392e+01	CASP8
Reactome_2022	Regulation Of Localization Of FOXO Transcription Factors R-HSA-9614399	1/12	5.497915e-02	1.500093e-01	0	0	1.944770e+01	5.641392e+01	AKT1
Reactome_2022	Erythropoietin Activates Phosphoinositide-3-kinase (PI3K) R-HSA-9027276	1/12	5.497915e-02	1.500093e-01	0	0	1.944770e+01	5.641392e+01	PIK3CA
Reactome_2022	HDR Thru MMEJ (alt-NHEJ) R-HSA-5685939	1/12	5.497915e-02	1.500093e-01	0	0	1.944770e+01	5.641392e+01	PARP1
Reactome_2022	DDX58/IFIH1-mediated Induction Of Interferon-Alpha/Beta R-HSA-168928	2/81	5.574271e-02	1.501046e-01	0	0	5.455971e+00	1.575144e+01	CASP8;MAP3K1
Reactome_2022	TP53 Regulates Metabolic Genes R-HSA-5628897	2/81	5.574271e-02	1.501046e-01	0	0	5.455971e+00	1.575144e+01	PTEN;AKT1
Reactome_2022	SARS-CoV-2 Targets Host Intracellular Signaling And Regulatory Pathways R-HSA-9755779	1/13	5.942340e-02	1.539776e-01	0	0	1.782616e+01	5.032446e+01	AKT1
Reactome_2022	ERBB2 Activates PTK6 Signaling R-HSA-8847993	1/13	5.942340e-02	1.539776e-01	0	0	1.782616e+01	5.032446e+01	ERBB2
Reactome_2022	FGFR2c Ligand Binding And Activation R-HSA-190375	1/13	5.942340e-02	1.539776e-01	0	0	1.782616e+01	5.032446e+01	FGFR2
Reactome_2022	TFAP2 (AP-2) Family Regulates Transcription Of Growth Factors And Their Receptors R-HSA-8866910	1/13	5.942340e-02	1.539776e-01	0	0	1.782616e+01	5.032446e+01	ERBB2
Reactome_2022	TNFR1-induced Proapoptotic Signaling R-HSA-5357786	1/13	5.942340e-02	1.539776e-01	0	0	1.782616e+01	5.032446e+01	CASP8
Reactome_2022	NF-kB Activation Thru FADD/RIP-1 Pathway Mediated By Caspase-8 And -10 R-HSA-933543	1/13	5.942340e-02	1.539776e-01	0	0	1.782616e+01	5.032446e+01	CASP8
Reactome_2022	Signaling By Interleukins R-HSA-449147	5/453	6.241876e-02	1.594240e-01	0	0	2.440058e+00	6.768452e+00	PTPN18;CASP8;PIK3CA;AKT1;N4BP1
Reactome_2022	Fcgamma Receptor (FCGR) Dependent Phagocytosis R-HSA-2029480	2/87	6.322100e-02	1.594240e-01	0	0	5.069309e+00	1.399697e+01	PIK3CA;NF2
Reactome_2022	Regulation Of TP53 Activity Thru Association With Co-factors R-HSA-6804759	1/14	6.384698e-02	1.594240e-01	0	0	1.645409e+01	4.526959e+01	AKT1
Reactome_2022	Constitutive Signaling By EGFRvIII R-HSA-5637810	1/14	6.384698e-02	1.594240e-01	0	0	1.645409e+01	4.526959e+01	PIK3CA
Reactome_2022	Role Of LAT2/NTAL/LAB On Calcium Mobilization R-HSA-2730905	1/14	6.384698e-02	1.594240e-01	0	0	1.645409e+01	4.526959e+01	PIK3CA
Reactome_2022	SEMA3A-Plexin Repulsion Signaling By Inhibiting Integrin Adhesion R-HSA-399955	1/14	6.384698e-02	1.594240e-01	0	0	1.645409e+01	4.526959e+01	RRAS
Reactome_2022	Regulation Of TP53 Activity Thru Phosphorylation R-HSA-6804756	2/90	6.708079e-02	1.638048e-01	0	0	4.895751e+00	1.322762e+01	STK11;MDM2
Reactome_2022	Activation Of BAD And Translocation To Mitochondria R-HSA-111447	1/15	6.824997e-02	1.638048e-01	0	0	1.527803e+01	4.101508e+01	AKT1
Reactome_2022	Regulation Of Innate Immune Responses To Cytosolic DNA R-HSA-3134975	1/15	6.824997e-02	1.638048e-01	0	0	1.527803e+01	4.101508e+01	ZBP1
Reactome_2022	Signaling By FLT3 ITD And TKD Mutants R-HSA-9703648	1/15	6.824997e-02	1.638048e-01	0	0	1.527803e+01	4.101508e+01	PIK3CA
Reactome_2022	GRB2 Events In ERBB2 Signaling R-HSA-1963640	1/15	6.824997e-02	1.638048e-01	0	0	1.527803e+01	4.101508e+01	ERBB2
Reactome_2022	Metabolism Of Nitric Oxide: NOS3 Activation And Regulation R-HSA-202131	1/15	6.824997e-02	1.638048e-01	0	0	1.527803e+01	4.101508e+01	AKT1
Reactome_2022	Signaling By TGF-beta Receptor Complex R-HSA-170834	2/91	6.838453e-02	1.638048e-01	0	0	4.840498e+00	1.298516e+01	PARP1;ARHGEF18
Reactome_2022	Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125	2/92	6.969667e-02	1.659828e-01	0	0	4.786473e+00	1.274926e+01	PIGM;PIGX
Reactome_2022	Oxidative Stress Induced Senescence R-HSA-2559580	2/93	7.101709e-02	1.660825e-01	0	0	4.733636e+00	1.251968e+01	CDKN2A;MDM2
Reactome_2022	VEGFA-VEGFR2 Pathway R-HSA-4420097	2/93	7.101709e-02	1.660825e-01	0	0	4.733636e+00	1.251968e+01	PIK3CA;AKT1
Reactome_2022	Downstream TCR Signaling R-HSA-202424	2/94	7.234570e-02	1.660825e-01	0	0	4.681947e+00	1.229619e+01	PIK3CA;PTEN
Reactome_2022	Caspase Activation Via Death Receptors In Presence Of Ligand R-HSA-140534	1/16	7.263247e-02	1.660825e-01	0	0	1.425878e+01	3.739142e+01	CASP8
Reactome_2022	Signaling By NTRK3 (TRKC) R-HSA-9034015	1/16	7.263247e-02	1.660825e-01	0	0	1.425878e+01	3.739142e+01	PIK3CA
Reactome_2022	FOXO-mediated Transcription Of Cell Death Genes R-HSA-9614657	1/16	7.263247e-02	1.660825e-01	0	0	1.425878e+01	3.739142e+01	STK11
Reactome_2022	TGF-beta Receptor Signaling In EMT (Epithelial To Mesenchymal Transition) R-HSA-2173791	1/16	7.263247e-02	1.660825e-01	0	0	1.425878e+01	3.739142e+01	ARHGEF18
Reactome_2022	Transcriptional Regulation By RUNX3 R-HSA-8878159	2/95	7.368239e-02	1.660825e-01	0	0	4.631370e+00	1.207857e+01	CDKN2A;MDM2
Reactome_2022	P75 NTR Receptor-Mediated Signaling R-HSA-193704	2/95	7.368239e-02	1.660825e-01	0	0	4.631370e+00	1.207857e+01	OMG;ARHGEF18
Reactome_2022	Phospholipid Metabolism R-HSA-1483257	3/208	7.482689e-02	1.660825e-01	0	0	3.168212e+00	8.213837e+00	PIK3CA;PTEN;TNFAIP8L2
Reactome_2022	Programmed Cell Death R-HSA-5357801	3/208	7.482689e-02	1.660825e-01	0	0	3.168212e+00	8.213837e+00	CASP8;CDKN2A;AKT1
Reactome_2022	Activated Point Mutants Of FGFR2 R-HSA-2033519	1/17	7.699458e-02	1.660825e-01	0	0	1.336694e+01	3.427309e+01	FGFR2
Reactome_2022	Butyrate Response Factor 1 Binds And Destabilizes mRNA R-HSA-450385	1/17	7.699458e-02	1.660825e-01	0	0	1.336694e+01	3.427309e+01	AKT1
Reactome_2022	RIP-mediated NFkB Activation Via ZBP1 R-HSA-1810476	1/17	7.699458e-02	1.660825e-01	0	0	1.336694e+01	3.427309e+01	ZBP1
