nodeA	nodeB	weight	sources
CSNK1A1	PPP1R14A	1.0	BioGRID
CSNK1A1	PRKDC	1.0	BioGRID
CSNK1A1	PTEN	1.0	BioGRID
CSNK1A1	RASAL2	1.0	BioGRID+IntAct
CSNK1A1	SEC13	1.0	BioGRID+IntAct
CSNK1A1	SEC16A	1.0	BioGRID+IntAct
CSNK1A1	SMARCA4	1.0	BioGRID
CSNK1A1	SNCA	1.0	BioGRID
CSNK1A1	SNX24	1.0	BioGRID+IntAct
CSNK1A1	STK4	1.0	BioGRID
CSNK1A1	TIAM1	1.0	BioGRID
CSNK1A1	TP53	1.0	BioGRID
CSNK1A1	TUBG1	1.0	BioGRID
CSNK1A1	UNC45A	1.0	BioGRID+IntAct
CSNK1A1	USP34	1.0	BioGRID+IntAct
CSNK1A1	UVRAG	1.0	BioGRID
CSNK1A1	XRCC4	1.0	BioGRID
CSNK1A1	ZDBF2	1.0	BioGRID
CSNK1A1	ZNF618	1.0	BioGRID+IntAct
CSNK1A1	ZRANB1	1.0	BioGRID
CSNK1D	CSNK1E	1.0	BioGRID+IntAct
CSNK1D	DVL2	1.0	BioGRID
CSNK1D	DVL3	1.0	BioGRID
CSNK1D	FAM110B	1.0	BioGRID
CSNK1D	FAM199X	1.0	BioGRID
CSNK1D	FAM83D	1.0	BioGRID
CSNK1D	FAM83H	1.0	BioGRID+IntAct
CSNK1D	FHL1	1.0	BioGRID
CSNK1D	FKBPL	1.0	BioGRID
CSNK1D	FZR1	1.0	BioGRID
CSNK1D	GJA1	1.0	BioGRID
CSNK1D	HSPA8	1.0	BioGRID
CSNK1D	KDR	1.0	BioGRID
CSNK1D	LZTS2	1.0	BioGRID
CSNK1D	MAPT	1.0	BioGRID+IntAct
CSNK1D	MCC	1.0	BioGRID
CSNK1D	MDM2	1.0	BioGRID
CSNK1D	PCM1	1.0	BioGRID
CSNK1D	PDPK1	1.0	BioGRID
CSNK1D	PER1	1.0	BioGRID
CSNK1D	PER2	1.0	BioGRID
CSNK1D	PPP5C	1.0	BioGRID
CSNK1D	PRKAR2B	1.0	BioGRID+IntAct
CSNK1D	SMAD2	1.0	BioGRID
CSNK1D	SMAD3	1.0	BioGRID
CSNK1D	SNCA	1.0	BioGRID
CSNK1D	SNIP1	1.0	BioGRID
CSNK1D	SNX24	1.0	BioGRID
CSNK1D	TP53	1.0	BioGRID
CSNK1D	VPS13B	1.0	BioGRID
CSNK1D	YAP1	1.0	BioGRID
CSNK1D	ZDHHC17	1.0	BioGRID
CSNK1D	ZNF618	1.0	BioGRID
CSNK1E	DVL2	1.0	BioGRID+IntAct
CSNK1E	DVL3	0.81	IntAct
CSNK1E	FAM110A	1.0	BioGRID+IntAct
CSNK1E	FAM110B	1.0	BioGRID+IntAct
CSNK1E	FAM110C	1.0	BioGRID+IntAct
CSNK1E	FAM199X	1.0	BioGRID+IntAct
CSNK1E	FAM83B	1.0	BioGRID+IntAct
CSNK1E	FAM83D	1.0	BioGRID+IntAct
CSNK1E	FAM83H	1.0	BioGRID+IntAct
CSNK1E	FARP2	1.0	BioGRID+IntAct
CSNK1E	FKBPL	1.0	BioGRID+IntAct
CSNK1E	HSPA8	0.53	IntAct
CSNK1E	KLHL42	0.53	IntAct
CSNK1E	MCC	1.0	BioGRID+IntAct
CSNK1E	MICU2	0.53	IntAct
CSNK1E	MTMR4	1.0	BioGRID
CSNK1E	NCOA3	1.0	BioGRID
CSNK1E	NUDT21	1.0	BioGRID
CSNK1E	NXF2B	0.53	IntAct
CSNK1E	OCLN	1.0	BioGRID+IntAct
CSNK1E	PCM1	1.0	BioGRID
CSNK1E	PER1	1.0	BioGRID+IntAct
CSNK1E	PER2	1.0	BioGRID+IntAct
CSNK1E	PNO1	1.0	BioGRID
CSNK1E	POTEF	0.53	IntAct
CSNK1E	PRKAR2B	0.53	IntAct
CSNK1E	RASAL2	1.0	BioGRID+IntAct
CSNK1E	RP2	0.53	IntAct
CSNK1E	SAV1	1.0	BioGRID+IntAct
CSNK1E	SEC13	1.0	BioGRID+IntAct
CSNK1E	SEC16A	1.0	BioGRID+IntAct
CSNK1E	SNX24	1.0	BioGRID+IntAct
CSNK1E	SSMEM1	0.53	IntAct
CSNK1E	STK4	1.0	BioGRID
CSNK1E	STOX2	1.0	BioGRID+IntAct
CSNK1E	TRAF3	1.0	BioGRID
CSNK1E	TRIM3	1.0	BioGRID
CSNK1E	USP9X	1.0	BioGRID+IntAct
CSNK1E	VPS13B	1.0	BioGRID+IntAct
CSNK1E	WDR5	1.0	BioGRID+IntAct
CSNK1E	YAP1	1.0	BioGRID
CSNK1E	YWHAG	1.0	BioGRID
CSNK1E	YWHAH	1.0	BioGRID
CSNK1E	ZNF618	1.0	BioGRID
CSNK1E	ZSWIM8	1.0	BioGRID+IntAct
CSNK1G2	IRS4	1.0	BioGRID
CSNK1G2	MTA1	1.0	BioGRID
CSNK1G2	RNF149	1.0	BioGRID
CSNK1G2	SDC1	0.53	IntAct
CSNK1G2	SMAD3	1.0	BioGRID
CSNK2A1	CSNK2A2	1.0	BioGRID+IntAct
CSNK2A1	CSNK2B	1.0	BioGRID+IntAct
CSNK2A1	CTNNA1	1.0	BioGRID
CSNK2A1	CTR9	1.0	BioGRID
CSNK2A1	DAXX	1.0	BioGRID
CSNK2A1	DCAF7	1.0	BioGRID+IntAct
CSNK2A1	DDIT3	1.0	BioGRID
CSNK2A1	DDX17	0.44	IntAct
CSNK2A1	DDX21	0.44	IntAct
CSNK2A1	DDX24	1.0	BioGRID+IntAct
CSNK2A1	DDX3X	0.44	IntAct
CSNK2A1	DDX41	1.0	BioGRID+IntAct
CSNK2A1	DDX54	1.0	BioGRID+IntAct
CSNK2A1	DEK	1.0	BioGRID+IntAct
CSNK2A1	DHX16	0.44	IntAct
CSNK2A1	DHX38	0.44	IntAct
CSNK2A1	DKC1	0.44	IntAct
CSNK2A1	DPF3	1.0	BioGRID
CSNK2A1	DVL1	1.0	BioGRID
CSNK2A1	DVL2	1.0	BioGRID
CSNK2A1	DVL3	1.0	BioGRID+IntAct
CSNK2A1	E4F1	0.53	IntAct
CSNK2A1	EEF1B2	0.44	IntAct
CSNK2A1	EEF1D	1.0	BioGRID+IntAct
CSNK2A1	EFCAB14	1.0	BioGRID
CSNK2A1	EIF2S1	0.44	IntAct
CSNK2A1	EIF2S2	1.0	BioGRID+IntAct
CSNK2A1	EIF3B	1.0	BioGRID
CSNK2A1	EIF3C	1.0	BioGRID
CSNK2A1	EIF3D	1.0	BioGRID
CSNK2A1	EIF3F	1.0	BioGRID
CSNK2A1	EIF3H	1.0	BioGRID
CSNK2A1	EIF3J	1.0	BioGRID+IntAct
CSNK2A1	EIF3K	1.0	BioGRID
CSNK2A1	EIF3L	1.0	BioGRID
CSNK2A1	EIF3M	1.0	BioGRID
CSNK2A1	EIF4B	0.44	IntAct
CSNK2A1	EIF5B	0.44	IntAct
CSNK2A1	EPB41L3	1.0	BioGRID
CSNK2A1	ESF1	1.0	BioGRID
CSNK2A1	EXOSC9	0.44	IntAct
CSNK2A1	FBRS	1.0	BioGRID
CSNK2A1	FBRSL1	1.0	BioGRID
CSNK2A1	FGF1	1.0	BioGRID
CSNK2A1	FGF2	1.0	BioGRID
CSNK2A1	FHOD3	0.44	IntAct
CSNK2A1	FIP1L1	0.44	IntAct
CSNK2A1	FNBP4	0.44	IntAct
CSNK2A1	FOS	1.0	BioGRID
CSNK2A1	FTSJ3	0.44	IntAct
CSNK2A1	FXR1	0.44	IntAct
CSNK2A1	FXR2	0.64	IntAct
CSNK2A1	GATAD2A	1.0	BioGRID
CSNK2A1	GATAD2B	1.0	BioGRID
CSNK2A1	GBF1	1.0	BioGRID
CSNK2A1	GCFC2	0.53	IntAct
CSNK2A1	GCH1	1.0	BioGRID
CSNK2A1	GPATCH2	1.0	BioGRID
CSNK2A1	GPN1	0.44	IntAct
CSNK2A1	HDAC1	1.0	BioGRID+IntAct
CSNK2A1	HDAC2	1.0	BioGRID+IntAct
CSNK2A1	HDAC3	1.0	BioGRID
CSNK2A1	HDGFL2	0.44	IntAct
CSNK2A1	HDLBP	1.0	BioGRID+IntAct
CSNK2A1	HEXB	1.0	BioGRID
CSNK2A1	HEXIM1	1.0	BioGRID+IntAct
CSNK2A1	HEXIM2	0.53	IntAct
CSNK2A1	HIRIP3	1.0	BioGRID+IntAct
CSNK2A1	HLX	0.53	IntAct
CSNK2A1	HMGA1	1.0	BioGRID+IntAct
CSNK2A1	HNRNPA2B1	1.0	BioGRID+IntAct
CSNK2A1	HNRNPC	0.44	IntAct
CSNK2A1	HNRNPDL	0.44	IntAct
CSNK2A1	HNRNPL	0.44	IntAct
CSNK2A1	HSP90AA1	1.0	BioGRID+IntAct
CSNK2A1	HSP90AB1	1.0	BioGRID+IntAct
CSNK2A1	HSP90B1	1.0	BioGRID
CSNK2A1	HSPB1	1.0	BioGRID
CSNK2A1	HTATSF1	0.44	IntAct
CSNK2A1	HUS1	1.0	BioGRID
CSNK2A1	INF2	0.44	IntAct
CSNK2A1	IWS1	0.44	IntAct
CSNK2A1	JPH4	0.53	IntAct
CSNK2A1	JUN	1.0	BioGRID
CSNK2A1	KDM1A	1.0	BioGRID
CSNK2A1	KIF5C	1.0	BioGRID
CSNK2A1	KMT2A	1.0	BioGRID
CSNK2A1	KPNA4	0.44	IntAct
CSNK2A1	KRI1	0.44	IntAct
CSNK2A1	LARP1	0.44	IntAct
CSNK2A1	LARP7	1.0	BioGRID+IntAct
CSNK2A1	LEO1	1.0	BioGRID+IntAct
CSNK2A1	LRRC59	0.44	IntAct
CSNK2A1	LSM14A	0.44	IntAct
CSNK2A1	LTV1	1.0	BioGRID+IntAct
CSNK2A1	MAF1	1.0	BioGRID
CSNK2A1	MAK16	0.44	IntAct
CSNK2A1	MAPK1	1.0	BioGRID
CSNK2A1	MAPK14	1.0	BioGRID
CSNK2A1	MAX	1.0	BioGRID
CSNK2A1	MBD3	1.0	BioGRID
CSNK2A1	MCM2	0.44	IntAct
CSNK2A1	MCM3	0.44	IntAct
CSNK2A1	MDM2	1.0	BioGRID
CSNK2A1	MFAP1	0.44	IntAct
CSNK2A1	MME	1.0	BioGRID
CSNK2A1	MORC2	1.0	BioGRID
CSNK2A1	MPHOSPH10	0.44	IntAct
CSNK2A1	MRPL38	0.44	IntAct
CSNK2A1	MRPL4	0.44	IntAct
CSNK2A1	MSH6	0.44	IntAct
CSNK2A1	MTA2	1.0	BioGRID
CSNK2A1	MTDH	0.44	IntAct
CSNK2A1	MYC	1.0	BioGRID
CSNK2A1	MYH9	1.0	BioGRID
CSNK2A1	NAF1	0.44	IntAct
CSNK2A1	NAP1L1	1.0	BioGRID
CSNK2A1	NAP1L4	1.0	BioGRID
CSNK2A1	NCAPD2	0.44	IntAct
CSNK2A1	NCL	1.0	BioGRID+IntAct
CSNK2A1	NCOR1	1.0	BioGRID
CSNK2A1	NFYA	1.0	BioGRID
CSNK2A1	NIFK	1.0	BioGRID
CSNK2A1	NKAP	1.0	BioGRID+IntAct
CSNK2A1	NKTR	1.0	BioGRID
CSNK2A1	NMD3	0.44	IntAct
CSNK2A1	NMT1	0.44	IntAct
CSNK2A1	NMT2	1.0	BioGRID
CSNK2A1	NOLC1	1.0	BioGRID
CSNK2A1	NOP53	0.64	IntAct
CSNK2A1	NOP56	0.44	IntAct
CSNK2A1	NOP58	1.0	BioGRID+IntAct
CSNK2A1	NPM1	1.0	BioGRID+IntAct
CSNK2A1	NRF1	1.0	BioGRID
CSNK2A1	NRP1	1.0	BioGRID
CSNK2A1	NUP98	0.44	IntAct
CSNK2A1	NXF1	0.44	IntAct
CSNK2A1	OCLN	1.0	BioGRID
CSNK2A1	OGT	1.0	BioGRID
CSNK2A1	OSBP	0.44	IntAct
CSNK2A1	PCGF3	1.0	BioGRID
CSNK2A1	PCGF5	1.0	BioGRID
CSNK2A1	PCGF6	1.0	BioGRID+IntAct
CSNK2A1	PDAP1	0.44	IntAct
CSNK2A1	PDCD4	0.44	IntAct
CSNK2A1	PDIA6	0.44	IntAct
CSNK2A1	PES1	1.0	BioGRID+IntAct
CSNK2A1	PGK1	1.0	BioGRID
CSNK2A1	PHC1	0.53	IntAct
CSNK2A1	PHRF1	1.0	BioGRID
CSNK2A1	PIN1	1.0	BioGRID
CSNK2A1	PIP4K2A	1.0	BioGRID
CSNK2A1	PIP4K2B	1.0	BioGRID
CSNK2A1	PIP4K2C	1.0	BioGRID
CSNK2A1	PLEKHO1	1.0	BioGRID
CSNK2A1	PML	1.0	BioGRID
CSNK2A1	PNN	1.0	BioGRID+IntAct
CSNK2A1	POLR1A	1.0	BioGRID
CSNK2A1	POLR2A	1.0	BioGRID
CSNK2A1	POLR2E	0.53	IntAct
CSNK2A1	POP1	1.0	BioGRID
CSNK2A1	PPAN	0.44	IntAct
CSNK2A1	PRCC	0.44	IntAct
CSNK2A1	PRKACB	0.44	IntAct
CSNK2A1	PRKCZ	1.0	BioGRID
CSNK2A1	PRKDC	1.0	BioGRID
CSNK2A1	PRPF38A	1.0	BioGRID+IntAct
CSNK2A1	PRPF40A	1.0	BioGRID+IntAct
CSNK2A1	PSIP1	0.44	IntAct
CSNK2A1	PSMA3	0.44	IntAct
CSNK2A1	PTEN	1.0	BioGRID
CSNK2A1	PTPN21	1.0	BioGRID
CSNK2A1	PURB	0.44	IntAct
CSNK2A1	RAD1	1.0	BioGRID
CSNK2A1	RAD9A	1.0	BioGRID
CSNK2A1	RBBP4	1.0	BioGRID
CSNK2A1	RBBP5	1.0	BioGRID
CSNK2A1	RBBP7	1.0	BioGRID
CSNK2A1	RBM10	0.44	IntAct
CSNK2A1	RBM17	0.44	IntAct
CSNK2A1	RBM33	0.44	IntAct
CSNK2A1	RBMX	0.44	IntAct
CSNK2A1	RCOR1	1.0	BioGRID
CSNK2A1	RECQL4	1.0	BioGRID
CSNK2A1	RELA	1.0	BioGRID
CSNK2A1	RING1	1.0	BioGRID
CSNK2A1	RIOK1	1.0	BioGRID
CSNK2A1	RIOK2	0.44	IntAct
CSNK2A1	RNF111	1.0	BioGRID
CSNK2A1	RNF2	1.0	BioGRID
CSNK2A1	RNF7	1.0	BioGRID
CSNK2A1	RNPS1	1.0	BioGRID
CSNK2A1	RPL13	0.44	IntAct
CSNK2A1	RPL5	1.0	BioGRID+IntAct
CSNK2A1	RPL6	1.0	BioGRID+IntAct
CSNK2A1	RPLP0	0.44	IntAct
CSNK2A1	RPLP1	1.0	BioGRID+IntAct
CSNK2A1	RPRD2	0.44	IntAct
CSNK2A1	RPS18	1.0	BioGRID+IntAct
CSNK2A1	RPS3	1.0	BioGRID+IntAct
CSNK2A1	RRM2B	1.0	BioGRID
CSNK2A1	RRP12	0.44	IntAct
CSNK2A1	RRP1B	0.44	IntAct
CSNK2A1	RRP9	0.44	IntAct
CSNK2A1	RSF1	0.44	IntAct
CSNK2A1	RSL1D1	0.44	IntAct
CSNK2A1	RTF1	1.0	BioGRID
CSNK2A1	RYBP	1.0	BioGRID
CSNK2A1	SAFB	0.44	IntAct
CSNK2A1	SAP30BP	1.0	BioGRID+IntAct
CSNK2A1	SART3	1.0	BioGRID
CSNK2A1	SENP3	1.0	BioGRID
CSNK2A1	SEPTIN2	0.44	IntAct
CSNK2A1	SERBP1	1.0	BioGRID+IntAct
CSNK2A1	SF3A1	1.0	BioGRID+IntAct
CSNK2A1	SF3B1	0.44	IntAct
CSNK2A1	SF3B2	1.0	BioGRID+IntAct
CSNK2A1	SFPQ	0.44	IntAct
CSNK2A1	SIN3A	1.0	BioGRID
CSNK2A1	SIRT1	1.0	BioGRID
CSNK2A1	SKP1	1.0	BioGRID
CSNK2A1	SLBP	1.0	BioGRID
CSNK2A1	SLC4A1AP	0.44	IntAct
CSNK2A1	SLIRP	0.44	IntAct
CSNK2A1	SMARCC2	0.44	IntAct
CSNK2A1	SNAI1	1.0	BioGRID
CSNK2A1	SNCA	1.0	BioGRID
CSNK2A1	SND1	0.44	IntAct
CSNK2A1	SNRNP70	1.0	BioGRID+IntAct
CSNK2A1	SPATS2L	0.44	IntAct
CSNK2A1	SQSTM1	1.0	BioGRID
CSNK2A1	SRC	1.0	BioGRID+IntAct
CSNK2A1	SREK1IP1	0.53	IntAct
CSNK2A1	SRRM1	1.0	BioGRID+IntAct
CSNK2A1	SRRM2	1.0	BioGRID+IntAct
CSNK2A1	SRRT	0.44	IntAct
CSNK2A1	SRSF10	0.44	IntAct
CSNK2A1	SRSF11	0.44	IntAct
CSNK2A1	SRSF2	0.44	IntAct
CSNK2A1	SSB	1.0	BioGRID+IntAct
CSNK2A1	SSRP1	1.0	BioGRID+IntAct
CSNK2A1	SUB1	0.62	IntAct
CSNK2A1	SUDS3	1.0	BioGRID+IntAct
CSNK2A1	SUGT1	1.0	BioGRID
CSNK2A1	SUPT16H	1.0	BioGRID
CSNK2A1	SUPT5H	1.0	BioGRID+IntAct
CSNK2A1	SUPT6H	0.44	IntAct
CSNK2A1	SURF6	1.0	BioGRID+IntAct
CSNK2A1	TAF1D	1.0	BioGRID
CSNK2A1	TCOF1	1.0	BioGRID
CSNK2A1	THAP1	1.0	BioGRID
CSNK2A1	THOC5	0.44	IntAct
CSNK2A1	THRAP3	1.0	BioGRID+IntAct
CSNK2A1	TMOD3	0.44	IntAct
CSNK2A1	TMPO	0.44	IntAct
CSNK2A1	TNKS1BP1	0.44	IntAct
CSNK2A1	TOP2A	1.0	BioGRID+IntAct
CSNK2A1	TP53	1.0	BioGRID+IntAct
CSNK2A1	TP73	1.0	BioGRID
CSNK2A1	TRIM2	1.0	BioGRID
CSNK2A1	TRIM3	1.0	BioGRID
CSNK2A1	TSPYL1	1.0	BioGRID
CSNK2A1	TSPYL2	1.0	BioGRID
CSNK2A1	UBE2H	1.0	BioGRID
CSNK2A1	UBTF	1.0	BioGRID
CSNK2A1	USP13	1.0	BioGRID
CSNK2A1	USP24	0.44	IntAct
CSNK2A1	USP7	1.0	BioGRID
CSNK2A1	UTP14A	0.44	IntAct
CSNK2A1	UTP18	0.44	IntAct
CSNK2A1	VHL	1.0	BioGRID
CSNK2A1	VSX1	0.53	IntAct
CSNK2A1	WDR12	1.0	BioGRID
CSNK2A1	WDR44	1.0	BioGRID+IntAct
CSNK2A1	WDR5	1.0	BioGRID
CSNK2A1	WDR55	0.44	IntAct
CSNK2A1	WEE1	1.0	BioGRID
CSNK2A1	XRCC1	1.0	BioGRID
CSNK2A1	XRN2	0.44	IntAct
CSNK2A1	YAF2	1.0	BioGRID+IntAct
CSNK2A1	YBX1	0.44	IntAct
CSNK2A1	YWHAB	1.0	BioGRID
CSNK2A1	ZC3H13	0.44	IntAct
CSNK2A1	ZC3H15	0.44	IntAct
CSNK2A1	ZC3H18	1.0	BioGRID
CSNK2A1	ZC3H4	1.0	BioGRID
CSNK2A1	ZC3H8	0.44	IntAct
CSNK2A1	ZFC3H1	0.44	IntAct
CSNK2A1	ZNF687	1.0	BioGRID
CSNK2A1	ZRANB2	0.44	IntAct
CSNK2A1	ZSCAN5A	0.53	IntAct
CSNK2A2	CSNK2B	1.0	BioGRID+IntAct
CSNK2A2	CUL4A	1.0	BioGRID
CSNK2A2	DAXX	1.0	BioGRID
CSNK2A2	DCAF7	1.0	BioGRID+IntAct
CSNK2A2	DDX24	1.0	BioGRID
CSNK2A2	DDX41	1.0	BioGRID+IntAct
CSNK2A2	DDX54	1.0	BioGRID
CSNK2A2	DEK	1.0	BioGRID+IntAct
CSNK2A2	EFCAB14	1.0	BioGRID+IntAct
CSNK2A2	EIF3A	1.0	BioGRID
CSNK2A2	EIF3B	1.0	BioGRID
CSNK2A2	EIF3C	1.0	BioGRID
CSNK2A2	EIF3D	1.0	BioGRID
CSNK2A2	EIF3F	1.0	BioGRID
CSNK2A2	EIF3H	1.0	BioGRID
CSNK2A2	EIF3J	1.0	BioGRID+IntAct
CSNK2A2	EIF3L	1.0	BioGRID
CSNK2A2	EIF3M	1.0	BioGRID
CSNK2A2	FBRS	1.0	BioGRID+IntAct
CSNK2A2	FBRSL1	1.0	BioGRID+IntAct
CSNK2A2	FXR2	0.64	IntAct
CSNK2A2	GATAD2A	1.0	BioGRID
CSNK2A2	GATAD2B	1.0	BioGRID
CSNK2A2	GCFC2	0.53	IntAct
CSNK2A2	GPATCH2	1.0	BioGRID+IntAct
CSNK2A2	GTF3C3	1.0	BioGRID
CSNK2A2	GTF3C5	1.0	BioGRID
CSNK2A2	GTPBP4	1.0	BioGRID+IntAct
CSNK2A2	HADHA	1.0	BioGRID+IntAct
CSNK2A2	HADHB	1.0	BioGRID+IntAct
CSNK2A2	HAGHL	1.0	BioGRID+IntAct
CSNK2A2	HDAC1	1.0	BioGRID
CSNK2A2	HDAC2	1.0	BioGRID
CSNK2A2	HDAC6	1.0	BioGRID
CSNK2A2	HDGFL2	0.73	IntAct
CSNK2A2	HEXIM1	1.0	BioGRID+IntAct
CSNK2A2	HEXIM2	0.53	IntAct
CSNK2A2	HIRIP3	1.0	BioGRID+IntAct
CSNK2A2	HLX	0.53	IntAct
CSNK2A2	HSP90AA1	1.0	BioGRID
CSNK2A2	HSPB1	1.0	BioGRID
CSNK2A2	HUS1	1.0	BioGRID
CSNK2A2	JPH4	0.64	IntAct
CSNK2A2	KDM1A	1.0	BioGRID
CSNK2A2	KMT2A	1.0	BioGRID+IntAct
CSNK2A2	LUC7L2	1.0	BioGRID
CSNK2A2	MAF1	1.0	BioGRID
CSNK2A2	MBD3	1.0	BioGRID
CSNK2A2	MEN1	1.0	BioGRID
CSNK2A2	MEPCE	1.0	BioGRID
CSNK2A2	MTA1	1.0	BioGRID
CSNK2A2	MTA2	1.0	BioGRID
CSNK2A2	NCL	1.0	BioGRID
CSNK2A2	NIFK	1.0	BioGRID+IntAct
CSNK2A2	NKAP	1.0	BioGRID+IntAct
CSNK2A2	NKAPD1	0.73	IntAct
CSNK2A2	NKTR	1.0	BioGRID
CSNK2A2	NOLC1	1.0	BioGRID+IntAct
CSNK2A2	NRP1	1.0	BioGRID+IntAct
CSNK2A2	PAF1	1.0	BioGRID
CSNK2A2	PBK	0.4	IntAct
CSNK2A2	PCGF3	1.0	BioGRID+IntAct
CSNK2A2	PCGF5	1.0	BioGRID+IntAct
CSNK2A2	PCGF6	1.0	BioGRID+IntAct
CSNK2A2	PES1	1.0	BioGRID
CSNK2A2	PHRF1	1.0	BioGRID
CSNK2A2	PIN1	1.0	BioGRID
CSNK2A2	PIP4K2A	1.0	BioGRID+IntAct
CSNK2A2	PIP4K2B	1.0	BioGRID
CSNK2A2	PIP4K2C	1.0	BioGRID+IntAct
CSNK2A2	POLR1C	1.0	BioGRID
CSNK2A2	POLR2E	1.0	BioGRID+IntAct
CSNK2A2	PRMT1	1.0	BioGRID+IntAct
CSNK2A2	PRRC2C	1.0	BioGRID+IntAct
CSNK2A2	PTEN	1.0	BioGRID
CSNK2A2	PTPN21	1.0	BioGRID
CSNK2A2	RAD1	1.0	BioGRID
CSNK2A2	RAD9A	1.0	BioGRID
CSNK2A2	RBBP4	1.0	BioGRID
CSNK2A2	RBBP7	1.0	BioGRID
CSNK2A2	RELA	1.0	BioGRID
CSNK2A2	RING1	1.0	BioGRID+IntAct
CSNK2A2	RNF111	1.0	BioGRID+IntAct
CSNK2A2	RNF2	1.0	BioGRID+IntAct
CSNK2A2	RNPS1	1.0	BioGRID
CSNK2A2	RPA1	1.0	BioGRID
CSNK2A2	RPA2	1.0	BioGRID
CSNK2A2	RPA3	1.0	BioGRID
CSNK2A2	RRP1B	1.0	BioGRID+IntAct
CSNK2A2	RTF1	1.0	BioGRID
CSNK2A2	RYBP	1.0	BioGRID+IntAct
CSNK2A2	SAP30BP	1.0	BioGRID+IntAct
CSNK2A2	SART3	1.0	BioGRID
CSNK2A2	SENP3	1.0	BioGRID
CSNK2A2	SIN3A	1.0	BioGRID
CSNK2A2	SKP1	1.0	BioGRID
CSNK2A2	SREK1IP1	0.53	IntAct
CSNK2A2	SRRM1	1.0	BioGRID
CSNK2A2	SSRP1	1.0	BioGRID
CSNK2A2	SUPT16H	1.0	BioGRID
CSNK2A2	SUPT5H	1.0	BioGRID
CSNK2A2	TCOF1	1.0	BioGRID+IntAct
CSNK2A2	THRAP3	1.0	BioGRID+IntAct
CSNK2A2	TLX1	1.0	BioGRID
CSNK2A2	TP53	1.0	BioGRID
CSNK2A2	TRAF3	1.0	BioGRID
CSNK2A2	TRIM2	1.0	BioGRID
CSNK2A2	TRIM3	1.0	BioGRID
CSNK2A2	TSPYL2	1.0	BioGRID+IntAct
CSNK2A2	TSR1	1.0	BioGRID
CSNK2A2	UBC	1.0	BioGRID
CSNK2A2	UBE2E3	0.53	IntAct
CSNK2A2	UBE2O	1.0	BioGRID
CSNK2A2	VSX1	0.53	IntAct
CSNK2A2	VSX2	0.53	IntAct
CSNK2A2	WDR5	1.0	BioGRID+IntAct
CSNK2A2	YAF2	1.0	BioGRID+IntAct
CSNK2A2	ZC3H18	1.0	BioGRID+IntAct
CSNK2A2	ZC3H4	1.0	BioGRID
CSNK2A2	ZNF106	0.53	IntAct
CSNK2A2	ZNF592	1.0	BioGRID+IntAct
CSNK2A2	ZNF670	1.0	BioGRID+IntAct
CSNK2A2	ZNF687	1.0	BioGRID+IntAct
CSNK2A2	ZSCAN5A	0.53	IntAct
CSNK2B	CTR9	1.0	BioGRID
CSNK2B	CUL3	1.0	BioGRID
CSNK2B	DAXX	1.0	BioGRID
CSNK2B	DCAF7	1.0	BioGRID
CSNK2B	DDX54	1.0	BioGRID
CSNK2B	DPF3	1.0	BioGRID
CSNK2B	DVL2	1.0	BioGRID
CSNK2B	EIF2S2	1.0	BioGRID
CSNK2B	EIF3J	1.0	BioGRID
CSNK2B	EMD	1.0	BioGRID
CSNK2B	EZH2	1.0	BioGRID
CSNK2B	FBRS	1.0	BioGRID
CSNK2B	FBXL17	1.0	BioGRID
CSNK2B	FGF1	1.0	BioGRID
CSNK2B	GPATCH2	1.0	BioGRID
CSNK2B	HEXB	1.0	BioGRID
CSNK2B	HEXIM1	1.0	BioGRID
CSNK2B	HEXIM2	1.0	BioGRID+IntAct
CSNK2B	HIRIP3	1.0	BioGRID
CSNK2B	HUS1	1.0	BioGRID
CSNK2B	KMT2A	1.0	BioGRID
CSNK2B	MAP4K1	1.0	BioGRID
CSNK2B	MAPKAPK2	1.0	BioGRID
CSNK2B	MEPCE	1.0	BioGRID
CSNK2B	MYC	1.0	BioGRID
CSNK2B	NFKBIA	1.0	BioGRID
CSNK2B	NKAP	1.0	BioGRID+IntAct
CSNK2B	NMT2	1.0	BioGRID
CSNK2B	NOLC1	1.0	BioGRID
CSNK2B	NRF1	1.0	BioGRID
CSNK2B	OBSL1	1.0	BioGRID
CSNK2B	PCGF3	1.0	BioGRID
CSNK2B	PCGF5	1.0	BioGRID
CSNK2B	PHC2	1.0	BioGRID
CSNK2B	PHRF1	1.0	BioGRID+IntAct
CSNK2B	POLR2E	1.0	BioGRID+IntAct
CSNK2B	PPP3CC	0.44	IntAct
CSNK2B	PRKAB2	1.0	BioGRID
CSNK2B	PRKCZ	1.0	BioGRID
CSNK2B	RAD1	1.0	BioGRID
CSNK2B	RAD9A	1.0	BioGRID
CSNK2B	RBM39	1.0	BioGRID
CSNK2B	RING1	1.0	BioGRID
CSNK2B	RNF111	1.0	BioGRID
CSNK2B	RNF2	1.0	BioGRID
CSNK2B	RNF7	1.0	BioGRID
CSNK2B	RPL5	1.0	BioGRID
CSNK2B	RPS6KA1	1.0	BioGRID+IntAct
CSNK2B	RPS6KA2	1.0	BioGRID+IntAct
CSNK2B	RPS6KA3	1.0	BioGRID
CSNK2B	RPS6KA4	1.0	BioGRID
CSNK2B	RPS6KA5	1.0	BioGRID+IntAct
